Lesson ID,Ээлжит хичээл,Үнэлгээний нэгж,Learning Objective ID,Суралцахуйн зорилт,Суралцахуйн үр дүн
L94,"Цэг, шулуун, хэрчим, цацраг","Өнцөг, дүрс, биет",CZ-6.7а,"6.7а. Цэг, шулуун, хэрчим, цацраг, өнцгийг зурах, хэмжих, тэмдэглэх,","13. Сурагч хэрчим, өнцөг, гурвалжныг зурж, хэмжиж, тэмдэглэдэг, перпендикуляр, параллел шулууны талаар ойлголттой болж, огтлолцсон шулуунуудын хоорондох өнцөг, хамар өнцөг, гүйцэд өнцгийн чанар, гурвалжны тэнцэтгэл бишийг мэддэг, хэрэглэдэг болно."
L95,Геометр байгуулалт,"Өнцөг, дүрс, биет",CZ-6.7з,"6.7з. Гурвалжин шугам, транспортир хэрэглэн хэмжих, зурах:
-  Хэрчмийг миллиметрийн нарийвчлалтай хэмжих, зурах
-    Хурц, мохоо, тэгш өнцөг болон 180 -аас их хэмжээтэй өнцгүүдийг градусаар хэмжих, зурах
-   Гурвалжныг өгсөн тал, өнцгөөр нь зурах","13. Сурагч хэрчим, өнцөг, гурвалжныг зурж, хэмжиж, тэмдэглэдэг, перпендикуляр, параллел шулууны талаар ойлголттой болж, огтлолцсон шулуунуудын хоорондох өнцөг, хамар өнцөг, гүйцэд өнцгийн чанар, гурвалжны тэнцэтгэл бишийг мэддэг, хэрэглэдэг болно."
L96,"Перпендикуляр, параллел шулуунууд","Өнцөг, дүрс, биет",CZ-6.7з,"6.7з. Гурвалжин шугам, транспортир хэрэглэн хэмжих, зурах:
-  Хэрчмийг миллиметрийн нарийвчлалтай хэмжих, зурах
-    Хурц, мохоо, тэгш өнцөг болон 180 -аас их хэмжээтэй өнцгүүдийг градусаар хэмжих, зурах
-   Гурвалжныг өгсөн тал, өнцгөөр нь зурах","13. Сурагч хэрчим, өнцөг, гурвалжныг зурж, хэмжиж, тэмдэглэдэг, перпендикуляр, параллел шулууны талаар ойлголттой болж, огтлолцсон шулуунуудын хоорондох өнцөг, хамар өнцөг, гүйцэд өнцгийн чанар, гурвалжны тэнцэтгэл бишийг мэддэг, хэрэглэдэг болно."
L97,Бүтээлч дасгал (Байгуулалт),"Өнцөг, дүрс, биет",CZ-6.7з,"6.7з. Гурвалжин шугам, транспортир хэрэглэн хэмжих, зурах:
-  Хэрчмийг миллиметрийн нарийвчлалтай хэмжих, зурах
-    Хурц, мохоо, тэгш өнцөг болон 180 -аас их хэмжээтэй өнцгүүдийг градусаар хэмжих, зурах
-   Гурвалжныг өгсөн тал, өнцгөөр нь зурах","13. Сурагч хэрчим, өнцөг, гурвалжныг зурж, хэмжиж, тэмдэглэдэг, перпендикуляр, параллел шулууны талаар ойлголттой болж, огтлолцсон шулуунуудын хоорондох өнцөг, хамар өнцөг, гүйцэд өнцгийн чанар, гурвалжны тэнцэтгэл бишийг мэддэг, хэрэглэдэг болно."
L98,Өнцөг,"Өнцөг, дүрс, биет",CZ-6.7з,"6.7з. Гурвалжин шугам, транспортир хэрэглэн хэмжих, зурах:
-  Хэрчмийг миллиметрийн нарийвчлалтай хэмжих, зурах
-    Хурц, мохоо, тэгш өнцөг болон 180 -аас их хэмжээтэй өнцгүүдийг градусаар хэмжих, зурах
-   Гурвалжныг өгсөн тал, өнцгөөр нь зурах","13. Сурагч хэрчим, өнцөг, гурвалжныг зурж, хэмжиж, тэмдэглэдэг, перпендикуляр, параллел шулууны талаар ойлголттой болж, огтлолцсон шулуунуудын хоорондох өнцөг, хамар өнцөг, гүйцэд өнцгийн чанар, гурвалжны тэнцэтгэл бишийг мэддэг, хэрэглэдэг болно."
L99,Хамар ба босоо өнцөг,"Өнцөг, дүрс, биет",CZ-6.7г,"6.7г. Гурвалжны тэнцэтгэл бишийг мэдэх, хэрэглэх","13. Сурагч хэрчим, өнцөг, гурвалжныг зурж, хэмжиж, тэмдэглэдэг, перпендикуляр, параллел шулууны талаар ойлголттой болж, огтлолцсон шулуунуудын хоорондох өнцөг, хамар өнцөг, гүйцэд өнцгийн чанар, гурвалжны тэнцэтгэл бишийг мэддэг, хэрэглэдэг болно."
L100,Бодлого дасгал (Хамар ба босоо өнцөг),"Өнцөг, дүрс, биет",CZ-6.7б,"6.7б. Перпендикуляр, параллел шулууны талаар ойлголттой болох, огтлолцсон шулуунуудын хоорондох өнцгийн чанар, хамар өнцгүүдийн нийлбэр (180°)-ийн чанар, гүйцэд өнцгийн (360°) чанарыг мэдэх, хэрэглэх","13. Сурагч хэрчим, өнцөг, гурвалжныг зурж, хэмжиж, тэмдэглэдэг, перпендикуляр, параллел шулууны талаар ойлголттой болж, огтлолцсон шулуунуудын хоорондох өнцөг, хамар өнцөг, гүйцэд өнцгийн чанар, гурвалжны тэнцэтгэл бишийг мэддэг, хэрэглэдэг болно."
L101,Гурвалжин ,"Өнцөг, дүрс, биет",CZ-6.7в,"6.7в. Гурвалжны дотоод өнцгүүдийн нийлбэр 180° байдгийг хэрэглэн гүдгэр 4, 5, 6 өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L102,Гурвалжны тэнцэтгэл биш,"Өнцөг, дүрс, биет",CZ-6.7в,"6.7в. Гурвалжны дотоод өнцгүүдийн нийлбэр 180° байдгийг хэрэглэн гүдгэр 4, 5, 6 өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L103,"Бодлого дасгал (Гурвалжин, гурвалжны тэнцэтгэл биш)","Өнцөг, дүрс, биет",CZ-6.7в,"6.7в. Гурвалжны дотоод өнцгүүдийн нийлбэр 180° байдгийг хэрэглэн гүдгэр 4, 5, 6 өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L104,"ҮНЭЛГЭЭ-Хэмжих, зурах, гурвалжны тэнцэтгэл биш","Өнцөг, дүрс, биет",CZ-6.7в,"6.7в. Гурвалжны дотоод өнцгүүдийн нийлбэр 180° байдгийг хэрэглэн гүдгэр 4, 5, 6 өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L105,Олон өнцөгт,Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L106,Гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэр ,Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L107,Бодлого дасгал (олон өнцөгтийн дотоод өнцгүүдийн нийлбэр),Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L108,Квадрат ба тэгш өнцөгт,Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L109,Параллелограмм ба ромбо,Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L110,Трапец,Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L111,Бодлого дасгал (Дөрвөн өнцөгтүүд),Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","14. Сурагч олон өнцөгтийг таньж, ангилдаг, тойрог, дөрвөн өнцөгтүүдийг зурж, тэмдэглэдэг, дөрвөн өнцөгтийн тал, өнцгийн чанарыг тодорхойлдог, гурвалжны дотоод өнцгүүдийн нийлбэрийн чанарыг хэрэглэн гүдгэр олон өнцөгтийн дотоод өнцгүүдийн нийлбэрийг олдог болно."
L112,Тойрог ба дугуй,Тойрог ба олон өнцөгт,CZ-6.7д,"6.7д. Гүдгэр ба гүдгэр биш олон өнцөгтийг таних, ангилах, дөрвөн өнцөгтүүдийг (квадрат, тэгш өнцөгт, ромбо, параллелограмм, трапец) зурах, тэмдэглэх, тал, өнцгийн чанарыг тодорхойлох","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L113,Хавтгайн дүрсүүд,Тойрог ба олон өнцөгт,CZ-6.7е,"6.7е. Тойрог, дугуй дүрсийг таних, нэрлэх, гортиг ашиглан тойрог, дугуй байгуулах","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L114,ҮНЭЛГЭЭ-Тойрог ба олон өнцөгт,Тойрог ба олон өнцөгт,CZ-6.7е,"6.7е. Тойрог, дугуй дүрсийг таних, нэрлэх, гортиг ашиглан тойрог, дугуй байгуулах","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L115,Куб ба тэгш өнцөгт параллелепипед,Биетүүд,CZ-6.7е,"6.7е. Тойрог, дугуй дүрсийг таних, нэрлэх, гортиг ашиглан тойрог, дугуй байгуулах","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L116,Призм ба пирамид,Биетүүд,CZ-6.7ж,"6.7ж. Призм, пирамидын орой, ирмэг, талсын тоог олох, цилиндр, конус, бөмбөрцгийг таних, нэрлэх, эдгээр биетүүдийг тодорхойлох, ангилах","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L117,"Цилиндр, бөмбөрцөг, конус",Биетүүд,CZ-6.7ж,"6.7ж. Призм, пирамидын орой, ирмэг, талсын тоог олох, цилиндр, конус, бөмбөрцгийг таних, нэрлэх, эдгээр биетүүдийг тодорхойлох, ангилах","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L118,Огторгуйн биетүүд,Биетүүд,CZ-6.7ж,"6.7ж. Призм, пирамидын орой, ирмэг, талсын тоог олох, цилиндр, конус, бөмбөрцгийг таних, нэрлэх, эдгээр биетүүдийг тодорхойлох, ангилах","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L119,ҮНЭЛГЭЭ-Биетүүд,Биетүүд,CZ-6.7ж,"6.7ж. Призм, пирамидын орой, ирмэг, талсын тоог олох, цилиндр, конус, бөмбөрцгийг таних, нэрлэх, эдгээр биетүүдийг тодорхойлох, ангилах","15. Сурагч биетүүдийг таньдаг, ижил болон ялгаатай шинжээр нь ангилдаг болно."
L120,Тэгш өнцөгт координатын хавтгай,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8а,"6.8а. Координатын хавтгайд бүхэл тоон координаттай цэгийг тэмдэглэх, хялбар дүрс байгуулах","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L121,Координатын хавтгайд дүрс байгуулах,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8б,"6.8б. Дүрсийн (гурвалжин, 4 өнцөгт, зөв 5, 6, 8 өнцөгт гэх мэт) тэгш хэмийн тэнхлэг (төв)-ийг таних, зурах","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L122,Тэгш хэмт дүрс,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8в,"6.8в. Хавтгайн цэг ба дүрсийг хувиргах, хувиргалтыг таних,  Өгсөн шулууны хувьд тэгш хэмтэй байгуулах, Өгсөн цэгийн хувьд тэгш хэмтэй байгуулах, Параллел зөөлтөөр шилжүүлэх","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L123,Параллел зөөлт,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8г,"6.8г. Тэнцүү дүрсийг таних, тэгш хэм, параллел зөөлт хувиргалтуудаар дүрсүүд тэнцүү дүрсэд шилждэг болохыг ойлгох, хэрэглэх","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L124,Тэнхлэгийн тэгш хэмийн хувиргалт ,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8г,"6.8г. Тэнцүү дүрсийг таних, тэгш хэм, параллел зөөлт хувиргалтуудаар дүрсүүд тэнцүү дүрсэд шилждэг болохыг ойлгох, хэрэглэх","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L125,Төвийн тэгш хэмийн хувиргалт,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8г,"6.8г. Тэнцүү дүрсийг таних, тэгш хэм, параллел зөөлт хувиргалтуудаар дүрсүүд тэнцүү дүрсэд шилждэг болохыг ойлгох, хэрэглэх","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L126,Бодлого дасгал (хувиргалтууд),Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8г,"6.8г. Тэнцүү дүрсийг таних, тэгш хэм, параллел зөөлт хувиргалтуудаар дүрсүүд тэнцүү дүрсэд шилждэг болохыг ойлгох, хэрэглэх","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L127,Хавтгай дахь дүрсийн хувиргалтын хэрэглээ,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8г,"6.8г. Тэнцүү дүрсийг таних, тэгш хэм, параллел зөөлт хувиргалтуудаар дүрсүүд тэнцүү дүрсэд шилждэг болохыг ойлгох, хэрэглэх","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L128,ҮНЭЛГЭЭ-Хавтгай дахь дүрсийн хувиргалт ,Хавтгай дахь дүрсийн хувиргалт ,CZ-6.8г,"6.8г. Тэнцүү дүрсийг таних, тэгш хэм, параллел зөөлт хувиргалтуудаар дүрсүүд тэнцүү дүрсэд шилждэг болохыг ойлгох, хэрэглэх","16. Сурагч тэнцүү дүрсүүдийг таньдаг, дүрсийн тэгш хэмийн тэнхлэгийг зурдаг, тэгш өнцөгт координатын хавтгайд хялбар дүрс байгуулдаг, дүрсийг тэгш хэм, параллел зөөлтөөр хувиргадаг, хувиргалтыг таньдаг, тайлбарладаг болно."
L129,Багтаамжийг хэмжих нэгж,"Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд",CZ-6.9а,"6.9а. Хэмжих нэгжийг оновчтой сонгох, урт, хүнд, багтаамжийг хэмжих нэгжүүдийн хоорондын холбоо хамаарлыг мэдэх, нэгж шилжүүлэх","17. Сурагч хэмжих нэгжүүдийн холбоо, хамаарлыг бичдэг, нэгж шилжүүлдэг, үйл явдлын үргэлжлэх болон завсарлах хугацааг тооцоолдог, хэмжих багажийн хуваарийг уншиж, тайлбарладаг болно."
L130,Уртыг хэмжих нэгж,"Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд",CZ-6.9а,"6.9а. Хэмжих нэгжийг оновчтой сонгох, урт, хүнд, багтаамжийг хэмжих нэгжүүдийн хоорондын холбоо хамаарлыг мэдэх, нэгж шилжүүлэх","17. Сурагч хэмжих нэгжүүдийн холбоо, хамаарлыг бичдэг, нэгж шилжүүлдэг, үйл явдлын үргэлжлэх болон завсарлах хугацааг тооцоолдог, хэмжих багажийн хуваарийг уншиж, тайлбарладаг болно."
L131,Хүндийг хэмжих нэгж,"Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд",CZ-6.9а,"6.9а. Хэмжих нэгжийг оновчтой сонгох, урт, хүнд, багтаамжийг хэмжих нэгжүүдийн хоорондын холбоо хамаарлыг мэдэх, нэгж шилжүүлэх","17. Сурагч хэмжих нэгжүүдийн холбоо, хамаарлыг бичдэг, нэгж шилжүүлдэг, үйл явдлын үргэлжлэх болон завсарлах хугацааг тооцоолдог, хэмжих багажийн хуваарийг уншиж, тайлбарладаг болно."
L132,Хэмжих нэгжээ оновчтой сонгох-Бодлого дасгал,"Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд",CZ-6.9а,"6.9а. Хэмжих нэгжийг оновчтой сонгох, урт, хүнд, багтаамжийг хэмжих нэгжүүдийн хоорондын холбоо хамаарлыг мэдэх, нэгж шилжүүлэх","17. Сурагч хэмжих нэгжүүдийн холбоо, хамаарлыг бичдэг, нэгж шилжүүлдэг, үйл явдлын үргэлжлэх болон завсарлах хугацааг тооцоолдог, хэмжих багажийн хуваарийг уншиж, тайлбарладаг болно."
L133,"12 ба 24 цагийн систем, цагийн хуваарь","Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд",CZ-6.9б,"6.9б. Хугацааг хэмжих, хугацааны нэгжүүдийн хамаарлыг мэдэх, нэгж шилжүүлэх, 12 ба 24 цагийн систем, цагийн хуваарийг унших, хэрэглэх, үйл явдлын үргэлжлэх болон завсарлах хугацааг тооцоолох","17. Сурагч хэмжих нэгжүүдийн холбоо, хамаарлыг бичдэг, нэгж шилжүүлдэг, үйл явдлын үргэлжлэх болон завсарлах хугацааг тооцоолдог, хэмжих багажийн хуваарийг уншиж, тайлбарладаг болно."
L134,Аналоги ба дижитал багаж,"Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд",CZ-6.9в,"6.9в. Аналог ба дижитал хэмжих багажийн хуваарийг ойлгох, унших","18. Сурагч тэгш өнцөгт болон бүх өнцөг нь тэгш өнцөг байх нийлмэл дүрсийн талбай, периметрийг тооцоолдог, холбогдох асуудал шийдвэрлэдэг болно."
L135,"ҮНЭЛГЭЭ-Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд","Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд",CZ-6.9в,"6.9в. Аналог ба дижитал хэмжих багажийн хуваарийг ойлгох, унших","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L136,Талбайг хэмжих нэгж,"Тэгш өнцөгт ба нийлмэл дүрсийн талбай, периметр",CZ-6.9г,"6.9г.Талбайг хэмжих нэгжүүд, тэдгээрийг харилцан шилжүүлэх ","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L137,Тэгш өнцөгтийн периметр ба талбай,"Тэгш өнцөгт ба нийлмэл дүрсийн талбай, периметр",CZ-6.9д,"6.9д.Тэгш өнцөгтийн периметр, талбайг олох томьёог гаргах, хэрэглэх, бүх өнцөг нь тэгш өнцөг байх нийлмэл дүрсийн талбай, периметрийг тооцоолох, асуудал шийдвэрлэх ","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L138,Нийлмэл дүрсийн талбай,"Тэгш өнцөгт ба нийлмэл дүрсийн талбай, периметр",CZ-6.9д,"6.9д.Тэгш өнцөгтийн периметр, талбайг олох томьёог гаргах, хэрэглэх, бүх өнцөг нь тэгш өнцөг байх нийлмэл дүрсийн талбай, периметрийг тооцоолох, асуудал шийдвэрлэх ","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L139,"Тэгш өнцөгтийн хэмжээ (урт, өргөн) ба талбай, периметрийн хамаарал","Тэгш өнцөгт ба нийлмэл дүрсийн талбай, периметр",CZ-6.9е,"6.9е.Тэгш өнцөгтийн аль нэг хэмжээсийг тодорхой тоо дахин ихэсгэхэд (багасгахад) талбай нь хэрхэн өөрчлөгдөхийг мэдэх, асуудал шийдвэрлэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L140,"ҮНЭЛГЭЭ-Тэгш өнцөгт ба нийлмэл дүрсийн талбай, периметр","Тэгш өнцөгт ба нийлмэл дүрсийн талбай, периметр",CZ-6.9е,"6.9е.Тэгш өнцөгтийн аль нэг хэмжээсийг тодорхой тоо дахин ихэсгэхэд (багасгахад) талбай нь хэрхэн өөрчлөгдөхийг мэдэх, асуудал шийдвэрлэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L141,Гадаргуугийн талбай,"Тэгш өнцөгт параллелепипедийн гадаргуугийн талбай, эзлэхүүн",CZ-6.9ж,"6.9ж. Тэгш өнцөгт параллелепипедийн дэлгээсийг таних, зурах, гадаргуугийн талбайг олох","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L142,Эзлэхүүн,"Тэгш өнцөгт параллелепипедийн гадаргуугийн талбай, эзлэхүүн",CZ-6.9з,"6.9з. Тэгш өнцөгт параллелепипедийн эзлэхүүн олох томьёог гаргах, хэрэглэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
